Mstar(Msol)	UV(G0)	Mdisc(Mjup)	SigmaDisc(g/cm^2)	Rdisc (AU)	log10Mdot(Msol/yr)
   5.0000000000000003E-002   10.000000000000000        4.1425755431263927E-003   5.5915957720181844        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   10.000000000000000        4.6867892129955475        3.9538552880480866E-002   400.00000000000000       -6.7272002571551948     
   5.0000000000000003E-002   10.000000000000000        4.1009405613711047        4.5186917577692422E-002   350.00000000000000       -6.8289227504514098     
   5.0000000000000003E-002   10.000000000000000        3.5150919097466602        5.2718070507307827E-002   300.00000000000000       -6.8355164862846856     
   5.0000000000000003E-002   10.000000000000000        2.9292432581222170        6.3261684608769381E-002   250.00000000000000       -6.8553256593017107     
   5.0000000000000003E-002   10.000000000000000        2.3433946064977738        7.9077105760961733E-002   200.00000000000000       -6.8259789766114451     
   5.0000000000000003E-002   10.000000000000000        1.7575459548733301       0.10543614101461565        150.00000000000000       -6.7887217328696376     
   5.0000000000000003E-002   10.000000000000000        1.1716973032488869       0.15815421152192347        100.00000000000000       -6.7350200416894888     
   5.0000000000000003E-002   10.000000000000000       0.87877297743666505       0.21087228202923131        75.000000000000000       -6.7153591087034492     
   5.0000000000000003E-002   10.000000000000000       0.58584865162444344       0.31630842304384693        50.000000000000000       -6.6870071198831216     
   5.0000000000000003E-002   10.000000000000000       0.46867892129955480       0.39538552880480871        40.000000000000000       -6.6698976803039978     
   5.0000000000000003E-002   10.000000000000000       0.35150919097466610       0.52718070507307824        30.000000000000000       -6.6566084878654213     
   5.0000000000000003E-002   10.000000000000000       0.23433946064977740       0.79077105760961741        20.000000000000000       -6.8745239376793128     
   5.0000000000000003E-002   10.000000000000000       0.11716973032488870        1.5815421152192348        10.000000000000000       -9.3184913063456616     
   5.0000000000000003E-002   10.000000000000000        5.8584865162444349E-002   3.1630842304384696        5.0000000000000000       -9.9472013183040140     
   5.0000000000000003E-002   10.000000000000000        1.1716973032488870E-002   15.815421152192346        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   10.000000000000000        10.479979276470786        8.8410891972725350E-002   400.00000000000000       -6.4405333544664591     
   5.0000000000000003E-002   10.000000000000000        9.1699818669119395       0.10104101939740040        350.00000000000000       -6.4347152011947113     
   5.0000000000000003E-002   10.000000000000000        7.8599844573530895       0.11788118929696713        300.00000000000000       -6.4110294336994453     
   5.0000000000000003E-002   10.000000000000000        6.5499870477942421       0.14145742715636056        250.00000000000000       -6.3753948010664319     
   5.0000000000000003E-002   10.000000000000000        5.2399896382353930       0.17682178394545070        200.00000000000000       -6.3489360633515037     
   5.0000000000000003E-002   10.000000000000000        3.9299922286765447       0.23576237859393426        150.00000000000000       -6.3026705433169097     
   5.0000000000000003E-002   10.000000000000000        2.6199948191176965       0.35364356789090140        100.00000000000000       -6.2575349904898765     
   5.0000000000000003E-002   10.000000000000000        1.9649961143382724       0.47152475718786852        75.000000000000000       -6.2347673831075880     
   5.0000000000000003E-002   10.000000000000000        1.3099974095588482       0.70728713578180280        50.000000000000000       -6.2002666264975845     
   5.0000000000000003E-002   10.000000000000000        1.0479979276470788       0.88410891972725347        40.000000000000000       -6.1993528169295571     
   5.0000000000000003E-002   10.000000000000000       0.78599844573530886        1.1788118929696711        30.000000000000000       -6.2187452884011112     
   5.0000000000000003E-002   10.000000000000000       0.52399896382353939        1.7682178394545069        20.000000000000000       -6.6026721823695311     
   5.0000000000000003E-002   10.000000000000000       0.26199948191176969        3.5364356789090139        10.000000000000000       -8.3369756357401936     
   5.0000000000000003E-002   10.000000000000000       0.13099974095588485        7.0728713578180278        5.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   10.000000000000000        2.6199948191176964E-002   35.364356789090138        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   100.00000000000000        5.2399896382353935E-002   4.4205445986362677E-004   400.00000000000000       -8.7082559201197487     
   5.0000000000000003E-002   100.00000000000000        4.5849909334559694E-002   5.0520509698700198E-004   350.00000000000000       -8.7039963643337916     
   5.0000000000000003E-002   100.00000000000000        3.9299922286765453E-002   5.8940594648483570E-004   300.00000000000000       -8.6853768444961386     
   5.0000000000000003E-002   100.00000000000000        3.2749935238971212E-002   7.0728713578180281E-004   250.00000000000000       -8.6684240519573290     
   5.0000000000000003E-002   100.00000000000000        2.6199948191176967E-002   8.8410891972725354E-004   200.00000000000000       -8.6420525306779723     
   5.0000000000000003E-002   100.00000000000000        1.9649961143382726E-002   1.1788118929696714E-003   150.00000000000000       -8.6127281568015981     
   5.0000000000000003E-002   100.00000000000000        1.3099974095588484E-002   1.7682178394545071E-003   100.00000000000000       -8.5877367126723492     
   5.0000000000000003E-002   100.00000000000000        9.8249805716913632E-003   2.3576237859393428E-003   75.000000000000000       -8.5883219076567467     
   5.0000000000000003E-002   100.00000000000000        6.5499870477942418E-003   3.5364356789090142E-003   50.000000000000000       -8.5753131934076094     
   5.0000000000000003E-002   100.00000000000000        5.2399896382353938E-003   4.4205445986362675E-003   40.000000000000000       -8.5746134070164892     
   5.0000000000000003E-002   100.00000000000000        3.9299922286765449E-003   5.8940594648483570E-003   30.000000000000000       -8.5606434929881257     
   5.0000000000000003E-002   100.00000000000000        2.6199948191176969E-003   8.8410891972725350E-003   20.000000000000000       -8.5593952606601267     
   5.0000000000000003E-002   100.00000000000000        1.3099974095588485E-003   1.7682178394545070E-002   10.000000000000000       -9.0919558213169989     
   5.0000000000000003E-002   100.00000000000000        6.5499870477942423E-004   3.5364356789090140E-002   5.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   100.00000000000000        1.3099974095588483E-004  0.17682178394545070        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   100.00000000000000       0.58584865162444344        4.9423191100601083E-003   400.00000000000000       -7.6786705884433575     
   5.0000000000000003E-002   100.00000000000000       0.51261757017138809        5.6483646972115527E-003   350.00000000000000       -7.6598271873719801     
   5.0000000000000003E-002   100.00000000000000       0.43938648871833252        6.5897588134134783E-003   300.00000000000000       -7.6452296039479206     
   5.0000000000000003E-002   100.00000000000000       0.36615540726527712        7.9077105760961726E-003   250.00000000000000       -7.6261501839233299     
   5.0000000000000003E-002   100.00000000000000       0.29292432581222172        9.8846382201202166E-003   200.00000000000000       -7.6133477716219975     
   5.0000000000000003E-002   100.00000000000000       0.21969324435916626        1.3179517626826957E-002   150.00000000000000       -7.5887710585961869     
   5.0000000000000003E-002   100.00000000000000       0.14646216290611086        1.9769276440240433E-002   100.00000000000000       -7.5562186329287622     
   5.0000000000000003E-002   100.00000000000000       0.10984662217958313        2.6359035253653913E-002   75.000000000000000       -7.5451246607879963     
   5.0000000000000003E-002   100.00000000000000        7.3231081453055430E-002   3.9538552880480866E-002   50.000000000000000       -7.5378074119242324     
   5.0000000000000003E-002   100.00000000000000        5.8584865162444349E-002   4.9423191100601088E-002   40.000000000000000       -7.5549612113178020     
   5.0000000000000003E-002   100.00000000000000        4.3938648871833262E-002   6.5897588134134780E-002   30.000000000000000       -7.5176520426540137     
   5.0000000000000003E-002   100.00000000000000        2.9292432581222175E-002   9.8846382201202176E-002   20.000000000000000       -7.4667801673385377     
   5.0000000000000003E-002   100.00000000000000        1.4646216290611087E-002  0.19769276440240435        10.000000000000000       -7.5106205648519877     
   5.0000000000000003E-002   100.00000000000000        7.3231081453055437E-003  0.39538552880480871        5.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   100.00000000000000        1.4646216290611087E-003   1.9769276440240433        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   100.00000000000000        1.6570302172505571        1.3978989430045462E-002   400.00000000000000       -7.2287371958015241     
   5.0000000000000003E-002   100.00000000000000        1.4499014400942374        1.5975987920051955E-002   350.00000000000000       -7.2139221412977035     
   5.0000000000000003E-002   100.00000000000000        1.2427726629379179        1.8638652573393949E-002   300.00000000000000       -7.1926592157546541     
   5.0000000000000003E-002   100.00000000000000        1.0356438857815982        2.2366383088072737E-002   250.00000000000000       -7.1831619247811984     
   5.0000000000000003E-002   100.00000000000000       0.82851510862527855        2.7957978860090923E-002   200.00000000000000       -7.1575706689075611     
   5.0000000000000003E-002   100.00000000000000       0.62138633146895894        3.7277305146787898E-002   150.00000000000000       -7.1271579402842500     
   5.0000000000000003E-002   100.00000000000000       0.41425755431263928        5.5915957720181847E-002   100.00000000000000       -7.1045448604267527     
   5.0000000000000003E-002   100.00000000000000       0.31069316573447947        7.4554610293575796E-002   75.000000000000000       -7.1067281633123214     
   5.0000000000000003E-002   100.00000000000000       0.20712877715631964       0.11183191544036369        50.000000000000000       -7.0780437214635930     
   5.0000000000000003E-002   100.00000000000000       0.16570302172505569       0.13978989430045460        40.000000000000000       -7.0472528045261260     
   5.0000000000000003E-002   100.00000000000000       0.12427726629379178       0.18638652573393949        30.000000000000000       -7.0110828010993940     
   5.0000000000000003E-002   100.00000000000000        8.2851510862527844E-002  0.27957978860090921        20.000000000000000       -6.9909164966736874     
   5.0000000000000003E-002   100.00000000000000        4.1425755431263922E-002  0.55915957720181841        10.000000000000000       -7.2494583329648794     
   5.0000000000000003E-002   100.00000000000000        2.0712877715631961E-002   1.1183191544036368        5.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   100.00000000000000        4.1425755431263927E-003   5.5915957720181844        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   100.00000000000000        4.6867892129955475        3.9538552880480866E-002   400.00000000000000       -6.7821658519285917     
   5.0000000000000003E-002   100.00000000000000        4.1009405613711047        4.5186917577692422E-002   350.00000000000000       -6.7670296342591669     
   5.0000000000000003E-002   100.00000000000000        3.5150919097466602        5.2718070507307827E-002   300.00000000000000       -6.7456007554085788     
   5.0000000000000003E-002   100.00000000000000        2.9292432581222170        6.3261684608769381E-002   250.00000000000000       -6.7233793185262138     
   5.0000000000000003E-002   100.00000000000000        2.3433946064977738        7.9077105760961733E-002   200.00000000000000       -6.7036654708939132     
   5.0000000000000003E-002   100.00000000000000        1.7575459548733301       0.10543614101461565        150.00000000000000       -6.6814634431237767     
   5.0000000000000003E-002   100.00000000000000        1.1716973032488869       0.15815421152192347        100.00000000000000       -6.6738831007616577     
   5.0000000000000003E-002   100.00000000000000       0.87877297743666505       0.21087228202923131        75.000000000000000       -6.6260928258087546     
   5.0000000000000003E-002   100.00000000000000       0.58584865162444344       0.31630842304384693        50.000000000000000       -6.5793584872468323     
   5.0000000000000003E-002   100.00000000000000       0.46867892129955480       0.39538552880480871        40.000000000000000       -6.5636744522832080     
   5.0000000000000003E-002   100.00000000000000       0.35150919097466610       0.52718070507307824        30.000000000000000       -6.5500960864093409     
   5.0000000000000003E-002   100.00000000000000       0.23433946064977740       0.79077105760961741        20.000000000000000       -6.5481027897626136     
   5.0000000000000003E-002   100.00000000000000       0.11716973032488870        1.5815421152192348        10.000000000000000       -7.1048070808114918     
   5.0000000000000003E-002   100.00000000000000        5.8584865162444349E-002   3.1630842304384696        5.0000000000000000       -9.4472013183040140     
   5.0000000000000003E-002   100.00000000000000        1.1716973032488870E-002   15.815421152192346        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   100.00000000000000        10.479979276470786        8.8410891972725350E-002   400.00000000000000       -6.3822385728051341     
   5.0000000000000003E-002   100.00000000000000        9.1699818669119395       0.10104101939740040        350.00000000000000       -6.3512390407115973     
   5.0000000000000003E-002   100.00000000000000        7.8599844573530895       0.11788118929696713        300.00000000000000       -6.3311568793018154     
   5.0000000000000003E-002   100.00000000000000        6.5499870477942421       0.14145742715636056        250.00000000000000       -6.3024731005916186     
   5.0000000000000003E-002   100.00000000000000        5.2399896382353930       0.17682178394545070        200.00000000000000       -6.2734195639025616     
   5.0000000000000003E-002   100.00000000000000        3.9299922286765447       0.23576237859393426        150.00000000000000       -6.2590479713637110     
   5.0000000000000003E-002   100.00000000000000        2.6199948191176965       0.35364356789090140        100.00000000000000       -6.1886189432566256     
   5.0000000000000003E-002   100.00000000000000        1.9649961143382724       0.47152475718786852        75.000000000000000       -6.1435631877492121     
   5.0000000000000003E-002   100.00000000000000        1.3099974095588482       0.70728713578180280        50.000000000000000       -6.1054424945887655     
   5.0000000000000003E-002   100.00000000000000        1.0479979276470788       0.88410891972725347        40.000000000000000       -6.0950380561785629     
   5.0000000000000003E-002   100.00000000000000       0.78599844573530886        1.1788118929696711        30.000000000000000       -6.0811564765441775     
   5.0000000000000003E-002   100.00000000000000       0.52399896382353939        1.7682178394545069        20.000000000000000       -6.1458904217450963     
   5.0000000000000003E-002   100.00000000000000       0.26199948191176969        3.5364356789090139        10.000000000000000       -6.9402881974560042     
   5.0000000000000003E-002   100.00000000000000       0.13099974095588485        7.0728713578180278        5.0000000000000000       -8.9720339013053039     
   5.0000000000000003E-002   100.00000000000000        2.6199948191176964E-002   35.364356789090138        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   1000.0000000000000        5.2399896382353935E-002   4.4205445986362677E-004   400.00000000000000       -8.6650602738898090     
   5.0000000000000003E-002   1000.0000000000000        4.5849909334559694E-002   5.0520509698700198E-004   350.00000000000000       -8.6622458028567699     
   5.0000000000000003E-002   1000.0000000000000        3.9299922286765453E-002   5.8940594648483570E-004   300.00000000000000       -8.6565517877227958     
   5.0000000000000003E-002   1000.0000000000000        3.2749935238971212E-002   7.0728713578180281E-004   250.00000000000000       -8.6356033564846229     
   5.0000000000000003E-002   1000.0000000000000        2.6199948191176967E-002   8.8410891972725354E-004   200.00000000000000       -8.5956520010110005     
   5.0000000000000003E-002   1000.0000000000000        1.9649961143382726E-002   1.1788118929696714E-003   150.00000000000000       -8.5638135138977187     
   5.0000000000000003E-002   1000.0000000000000        1.3099974095588484E-002   1.7682178394545071E-003   100.00000000000000       -8.5139220023897551     
   5.0000000000000003E-002   1000.0000000000000        9.8249805716913632E-003   2.3576237859393428E-003   75.000000000000000       -8.4927895180173660     
   5.0000000000000003E-002   1000.0000000000000        6.5499870477942418E-003   3.5364356789090142E-003   50.000000000000000       -8.4725009578724215     
   5.0000000000000003E-002   1000.0000000000000        5.2399896382353938E-003   4.4205445986362675E-003   40.000000000000000       -8.4724124630397117     
   5.0000000000000003E-002   1000.0000000000000        3.9299922286765449E-003   5.8940594648483570E-003   30.000000000000000       -8.4526999798962557     
   5.0000000000000003E-002   1000.0000000000000        2.6199948191176969E-003   8.8410891972725350E-003   20.000000000000000       -8.4345157991785413     
   5.0000000000000003E-002   1000.0000000000000        1.3099974095588485E-003   1.7682178394545070E-002   10.000000000000000       -8.3947925125013079     
   5.0000000000000003E-002   1000.0000000000000        6.5499870477942423E-004   3.5364356789090140E-002   5.0000000000000000       -8.8536039321764388     
   5.0000000000000003E-002   1000.0000000000000        1.3099974095588483E-004  0.17682178394545070        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   1000.0000000000000       0.58584865162444344        4.9423191100601083E-003   400.00000000000000       -7.6372090553539431     
   5.0000000000000003E-002   1000.0000000000000       0.51261757017138809        5.6483646972115527E-003   350.00000000000000       -7.6213396521663981     
   5.0000000000000003E-002   1000.0000000000000       0.43938648871833252        6.5897588134134783E-003   300.00000000000000       -7.5968235905413861     
   5.0000000000000003E-002   1000.0000000000000       0.36615540726527712        7.9077105760961726E-003   250.00000000000000       -7.5691853730116421     
   5.0000000000000003E-002   1000.0000000000000       0.29292432581222172        9.8846382201202166E-003   200.00000000000000       -7.5443068072974704     
   5.0000000000000003E-002   1000.0000000000000       0.21969324435916626        1.3179517626826957E-002   150.00000000000000       -7.5151171497678471     
   5.0000000000000003E-002   1000.0000000000000       0.14646216290611086        1.9769276440240433E-002   100.00000000000000       -7.4750722604764031     
   5.0000000000000003E-002   1000.0000000000000       0.10984662217958313        2.6359035253653913E-002   75.000000000000000       -7.4459635404518538     
   5.0000000000000003E-002   1000.0000000000000        7.3231081453055430E-002   3.9538552880480866E-002   50.000000000000000       -7.4079112864627934     
   5.0000000000000003E-002   1000.0000000000000        5.8584865162444349E-002   4.9423191100601088E-002   40.000000000000000       -7.3922647191328048     
   5.0000000000000003E-002   1000.0000000000000        4.3938648871833262E-002   6.5897588134134780E-002   30.000000000000000       -7.3744935621056520     
   5.0000000000000003E-002   1000.0000000000000        2.9292432581222175E-002   9.8846382201202176E-002   20.000000000000000       -7.3642345996097260     
   5.0000000000000003E-002   1000.0000000000000        1.4646216290611087E-002  0.19769276440240435        10.000000000000000       -7.2840853842463380     
   5.0000000000000003E-002   1000.0000000000000        7.3231081453055437E-003  0.39538552880480871        5.0000000000000000       -7.5603671093152043     
   5.0000000000000003E-002   1000.0000000000000        1.4646216290611087E-003   1.9769276440240433        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   1000.0000000000000        1.6570302172505571        1.3978989430045462E-002   400.00000000000000       -7.1835809749629300     
   5.0000000000000003E-002   1000.0000000000000        1.4499014400942374        1.5975987920051955E-002   350.00000000000000       -7.1633539738980057     
   5.0000000000000003E-002   1000.0000000000000        1.2427726629379179        1.8638652573393949E-002   300.00000000000000       -7.1434215482208172     
   5.0000000000000003E-002   1000.0000000000000        1.0356438857815982        2.2366383088072737E-002   250.00000000000000       -7.1260754068747927     
   5.0000000000000003E-002   1000.0000000000000       0.82851510862527855        2.7957978860090923E-002   200.00000000000000       -7.0929358256341324     
   5.0000000000000003E-002   1000.0000000000000       0.62138633146895894        3.7277305146787898E-002   150.00000000000000       -7.0662027575576936     
   5.0000000000000003E-002   1000.0000000000000       0.41425755431263928        5.5915957720181847E-002   100.00000000000000       -7.0024741560513881     
   5.0000000000000003E-002   1000.0000000000000       0.31069316573447947        7.4554610293575796E-002   75.000000000000000       -6.9718157753339458     
   5.0000000000000003E-002   1000.0000000000000       0.20712877715631964       0.11183191544036369        50.000000000000000       -6.9334705751498049     
   5.0000000000000003E-002   1000.0000000000000       0.16570302172505569       0.13978989430045460        40.000000000000000       -6.9232826357328809     
   5.0000000000000003E-002   1000.0000000000000       0.12427726629379178       0.18638652573393949        30.000000000000000       -6.9238495329548737     
   5.0000000000000003E-002   1000.0000000000000        8.2851510862527844E-002  0.27957978860090921        20.000000000000000       -6.8734780659132273     
   5.0000000000000003E-002   1000.0000000000000        4.1425755431263922E-002  0.55915957720181841        10.000000000000000       -6.9797887582883940     
   5.0000000000000003E-002   1000.0000000000000        2.0712877715631961E-002   1.1183191544036368        5.0000000000000000       -7.5496012952055223     
   5.0000000000000003E-002   1000.0000000000000        4.1425755431263927E-003   5.5915957720181844        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   1000.0000000000000        4.6867892129955475        3.9538552880480866E-002   400.00000000000000       -6.7404604007446185     
   5.0000000000000003E-002   1000.0000000000000        4.1009405613711047        4.5186917577692422E-002   350.00000000000000       -6.7200581259083050     
   5.0000000000000003E-002   1000.0000000000000        3.5150919097466602        5.2718070507307827E-002   300.00000000000000       -6.6918486942815543     
   5.0000000000000003E-002   1000.0000000000000        2.9292432581222170        6.3261684608769381E-002   250.00000000000000       -6.6649628784342463     
   5.0000000000000003E-002   1000.0000000000000        2.3433946064977738        7.9077105760961733E-002   200.00000000000000       -6.6342669252127795     
   5.0000000000000003E-002   1000.0000000000000        1.7575459548733301       0.10543614101461565        150.00000000000000       -6.5912938573778490     
   5.0000000000000003E-002   1000.0000000000000        1.1716973032488869       0.15815421152192347        100.00000000000000       -6.5372933831477278     
   5.0000000000000003E-002   1000.0000000000000       0.87877297743666505       0.21087228202923131        75.000000000000000       -6.4963933354152870     
   5.0000000000000003E-002   1000.0000000000000       0.58584865162444344       0.31630842304384693        50.000000000000000       -6.4941400902697399     
   5.0000000000000003E-002   1000.0000000000000       0.46867892129955480       0.39538552880480871        40.000000000000000       -6.4646973808596275     
   5.0000000000000003E-002   1000.0000000000000       0.35150919097466610       0.52718070507307824        30.000000000000000       -6.4255309403059613     
   5.0000000000000003E-002   1000.0000000000000       0.23433946064977740       0.79077105760961741        20.000000000000000       -6.4026405550395715     
   5.0000000000000003E-002   1000.0000000000000       0.11716973032488870        1.5815421152192348        10.000000000000000       -6.4870605845497780     
   5.0000000000000003E-002   1000.0000000000000        5.8584865162444349E-002   3.1630842304384696        5.0000000000000000       -7.6034698518594768     
   5.0000000000000003E-002   1000.0000000000000        1.1716973032488870E-002   15.815421152192346        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   1000.0000000000000        10.479979276470786        8.8410891972725350E-002   400.00000000000000       -6.3555400567203426     
   5.0000000000000003E-002   1000.0000000000000        9.1699818669119395       0.10104101939740040        350.00000000000000       -6.3321440154381694     
   5.0000000000000003E-002   1000.0000000000000        7.8599844573530895       0.11788118929696713        300.00000000000000       -6.2984440359363187     
   5.0000000000000003E-002   1000.0000000000000        6.5499870477942421       0.14145742715636056        250.00000000000000       -6.2638200260161128     
   5.0000000000000003E-002   1000.0000000000000        5.2399896382353930       0.17682178394545070        200.00000000000000       -6.2177671480940520     
   5.0000000000000003E-002   1000.0000000000000        3.9299922286765447       0.23576237859393426        150.00000000000000       -6.1726170488163294     
   5.0000000000000003E-002   1000.0000000000000        2.6199948191176965       0.35364356789090140        100.00000000000000       -6.1043246011220695     
   5.0000000000000003E-002   1000.0000000000000        1.9649961143382724       0.47152475718786852        75.000000000000000       -6.0867182664408270     
   5.0000000000000003E-002   1000.0000000000000        1.3099974095588482       0.70728713578180280        50.000000000000000       -6.0236943864730552     
   5.0000000000000003E-002   1000.0000000000000        1.0479979276470788       0.88410891972725347        40.000000000000000       -5.9905258681008728     
   5.0000000000000003E-002   1000.0000000000000       0.78599844573530886        1.1788118929696711        30.000000000000000       -5.9691551592608256     
   5.0000000000000003E-002   1000.0000000000000       0.52399896382353939        1.7682178394545069        20.000000000000000       -5.9665958370298560     
   5.0000000000000003E-002   1000.0000000000000       0.26199948191176969        3.5364356789090139        10.000000000000000       -6.7417463211899840     
   5.0000000000000003E-002   1000.0000000000000       0.13099974095588485        7.0728713578180278        5.0000000000000000       -7.0090780932422554     
   5.0000000000000003E-002   1000.0000000000000        2.6199948191176964E-002   35.364356789090138        1.0000000000000000       -10.000000000000000     
   5.0000000000000003E-002   5000.0000000000000        5.2399896382353935E-002   4.4205445986362677E-004   400.00000000000000       -8.7397802142423391     
